sku,name,category,price,stock,description,image_url
MASS-ZOJ2L9,Provident Consequatur Pro 487,Muebles,485.53,6,Autem qui dolorum ducimus illum itaque ducimus voluptatibus.,https://picsum.photos/seed/603/400/300
MASS-OYIRC1,Praesentium Dolorum Pro 488,Deportes,253.43,15,Illum corrupti deserunt mollitia eum dolorem.,https://picsum.photos/seed/337/400/300
MASS-FYUQBL,Asperiores Impedit Pro 489,Hogar,338.29,30,Blanditiis suscipit rem adipisci aliquid reiciendis ex eligendi beatae vero ex.,https://picsum.photos/seed/164/400/300
MASS-OBROI9,Quae Eligendi Pro 490,Deportes,589.0,32,Perspiciatis ut dolore non non explicabo eos quo.,https://picsum.photos/seed/451/400/300
MASS-YJBR97,Fugit Earum Pro 491,Muebles,203.07,31,Fugiat ipsa minus aperiam veritatis esse quo.,https://picsum.photos/seed/706/400/300
MASS-24V715,Natus Dignissimos Pro 492,Ropa,681.85,29,Odit voluptas commodi voluptatem numquam tenetur quisquam expedita necessitatibus dignissimos.,https://picsum.photos/seed/426/400/300
MASS-Q9ZXWH,Blanditiis Ipsa Pro 493,Libros,504.64,10,Voluptatem similique quae sed dignissimos asperiores amet mollitia.,https://picsum.photos/seed/384/400/300
MASS-8NTRMW,Eius Perspiciatis Pro 494,Electrónica,951.87,30,Nulla facilis vitae mollitia aliquam quo neque eligendi magni odit autem molestiae.,https://picsum.photos/seed/13/400/300
MASS-594X9P,Maiores Excepturi Pro 495,Libros,312.23,12,Eum sint dignissimos voluptatem earum quibusdam eligendi.,https://picsum.photos/seed/470/400/300
MASS-TA8Q46,Ipsa Commodi Pro 496,Libros,823.7,44,Quod dolorum harum sunt voluptatum nisi facere vero deserunt.,https://picsum.photos/seed/842/400/300
MASS-ACTJHW,Inventore Voluptatum Pro 497,Ropa,559.4,23,Quas consectetur placeat fuga sequi provident.,https://picsum.photos/seed/823/400/300
MASS-LHAT6Q,A Ducimus Pro 498,Libros,383.54,16,Tempore aliquid possimus cum ut accusantium nesciunt.,https://picsum.photos/seed/52/400/300
MASS-LWZADD,Itaque Iste Pro 499,Libros,552.05,39,Rem totam eos rem quasi quaerat.,https://picsum.photos/seed/506/400/300
MASS-RBVAPA,Vero Atque Pro 500,Hogar,962.57,23,Cupiditate architecto veritatis ipsam facilis ullam reiciendis quo accusamus.,https://picsum.photos/seed/564/400/300
